neutral,los,cravings,nunca,fallan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,0,.,shrimp,is,my,entire,life,yo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,the,cat,sat,on,the,mat,.,#accionpoetica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,@,i,am,tata,para,el,examen,de,mañana:'),jajajaaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,gringos,be,eating,so,early,..,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,houston,we,have,a,problem,!!,#cowgirl,#readyfortexaswedding,#southernwestwedding,#boda,#noviavaquera,.…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,"""",voy,a,estudiar,el,sábado,"""",#neverhappens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,rt,@,:,yo,soy,celosa,cc,pero,tambien,se,que,ninguna,va,a,dar,lo,que,doy,yo,so,no,tengo,na,que,envidiarle,a,ninguna,al,contrario,jajaja,…,,,,,,,,,,,
positive,@,lol,precious,eres,callejera,:o,jajaja,jkjk,yea,me,too,even,on,my,days,off,i,sleep,all,late,,,,,,,,,,,,,,,,,,,,,,
neutral,quiero,cuddleeee,:pensive_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,pos,disque,ando,arreglada,.,pos,i,guess,i,am,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,clases,de,etiqueta,#chicmodel,imagen,modeling,by,la,gatita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,rt,@,:,alguien,quiere,gatitos,?,please,someone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,ihop,en,montehiedra,queeee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,me,iría,de,roadtrip,por,tu,cuerpo,feliz,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,cut,the,crap,:,déjate,de,pendejadas,(,cómo,lo,digo,en,otras,regiones,?,),let,’s,cut,the,crap,now,",",let,’s,get,busy,.,,,,,,,,,,,,,,
neutral,those,tacos,with,chubbs,earlier,>>>>,#fuego,:fire:,:fire:,:fire:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,estoy,pa,q,me,soben,to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,no,es,sinónimo,pero,significa,lo,mismo,",",i,get,out,of,work,at,0,pm,",",creo,q,esto,es,lo,q,querías,decir,:),,,,,,,,,,,,,,,
neutral,aqui,teneis,el,link,de,la,descarga,de,batman,arkham,knight,!,zombers,^^,:red_heart:,:smiling_face_with_heart-eyes:,:smiling_face_with_heart-eyes:,,,,,,,,,,,,,,,,,,,,,,,,,
negative,rt,@,:,y,así,@,murió,-la,bloquean-,(,?,),me,gustó,esa,parte,del,daily,de,ayer,",",quería,dibujarlo,u-u,…,,,,,,,,,,,,,,,,,
negative,rt,@,:,wow,ese,fucking,nap,>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,#conversacionesdemujeres,"""",manda,screenshot,"""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,qué,versátil,yo,..,de,ozuna,a,disney,classics,real,quick,:face_with_tears_of_joy:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,mann,my,brother,se,nos,casa,...,said,but,true,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,la,batalla,del,siglo,!!,fnaf,0,vs,minecraft,|,kronno,zomber,&,zarcort,|,epic,battle,(,videoclip,..,.,vía,@,,,,,,,,,,,,,,,,,,,
positive,y,vamos,con,un,#melosalseo,para,hoy,",",babies,.,hagan,sus,preguntas,",",esta,vez,",",sobre,el,amor,.,consejos,",",dudas,",",todo,lo,que,queráis,.,:),,,,,,,,,,,
positive,@,estaba,pensando,en,ti,ahora,mismo,:smiling_face_with_horns:,avísame,cuando,puedas,hacer,un,study,date,de,cont,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,cleaning,party,..,ven,y,ayudame,a,recoger,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,this,is,a,tough,call,:,es,una,decisión,difícil,.,we,'ll,have,to,let,go,some,of,our,employees,",",but,who,?,this,is,a,tough,call,,,,,,,,,,,,
positive,rt,@,:,@,ya,le,quité,el,private,",",go,nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,ready,para,el,domingo,y,planificando,las,próximas,vacaciones,..,..,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,rt,@,:,yo,tratando,de,estudiar,para,los,finales,es,igual,que,la,clase,0,tratando,de,meter,el,0,en,la,palabra,seniors,;,no,me,queda,,,,,,,,,,,,,
positive,ya,duermete,patty,aver,si,se,te,ablanda,la,cabeza,poquito,pa,que,no,este,tan,duera,lol,love,you,!,,,,,,,,,,,,,,,,,,,,,
neutral,honest,to,god,while,all,my,quinceanera,planning,was,going,on,delgaze,mucho,i,went,from,a,size,0,to,a,size,0,,,,,,,,,,,,,,,,,,,
positive,@,jajjaj,yes,!!!,i,will,always,do,it,!!!,lol,mmmm,:p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,plain,and,simple,.,simple,y,llanamente,.,i,do,n’t,need,a,new,car,",",i,'m,not,interested,",",plain,and,simple,,,,,,,,,,,,,,,,,,
negative,rt,@,:,no,sé,cómo,pretendo,envolverme,si,le,picheo,a,to,',el,mundo,:thinking_face:,,,,,,,,,,,,,,,,,,,,,,,,,
positive,bout,to,catch,a,flight,with,@,:maple_leaf:,:fire:,:kissing_face:,:dashing_away:,:hundred_points:,:airplane:,#grifomelarifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,una,de,las,canciones,que,hicimos,en,argentina,se,la,quiero,dedicar,a,mi,chica,gamer,",",a,mi,cielo,azul,@,:smiling_face_with_heart-eyes:,:red_heart:,,,,,,,,,,,,,,,,,,
positive,para,compensar,",",estaré,por,snupchut,.,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,sorry,!,hasta,q,hora,vas,a,estar,en,rio,hondo,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,me,afeité,las,piernas,",",me,corté,0,veces,y,me,salió,rash,",",saaaaach,",",se,nota,que,hoy,es,martes,,,,,,,,,,,,,,,,,,,,
neutral,va,pa,la,jeep,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,soy,krilin,",",estoy,mas,muerto,que,vivo,!!,|,quake,craft,|,minecraft,:,vía,@,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,fui,legal,....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,lets,hotbox,perro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,so,finna,walk,our,asses,a,la,panaderia,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,@,@,a,trabajar,!,yuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,broke,down,:,algo,que,no,tiene,reparación,o,necesita,reparación,grande,my,vacuum,broke,down,and,now,it,wo,n’t,work,.,,,,,,,,,,,,,,,,,,,
positive,esperando,a,#santa,en,la,#playa,con,#sangriiia,y,#octoberfest,#samueladams,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,buenas,noches,zombers,!,mañana,será,otro,día,!!,!,^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,brava,:woman_dancing:,#lastnight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,"""",@,:,one,week,till,school,#valiendo,"""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,enserio,no,puedo,creer,que,mañana,empieza,nuestro,ultimo,field,day,wow,quiero,llorar,enserio,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,esa,va,terminar,igual,que,los,duggsrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,me,encanta,el,nuevo,logo,de,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,rt,@,:,"""",tu,has,cambiado,"""",bueno,si,",",todas,las,mierdas,que,me,han,pasado,han,tenido,efecto,,,,,,,,,,,,,,,,,,,,,
positive,"""",@,:,despues,del,prom,esto,se,acabo,"""",ayy,eso,me,dolio,..,.,now,graduamos,en,0,semanas,:,0,,,,,,,,,,,,,,,,,,,
negative,@,nigga,my,tat,ai,n't,even,fucked,up,otra,cosa,ke,tu,no,saves,ni,leer,ha,,,,,,,,,,,,,,,,,,,,,,,,
neutral,la,gatita,pranks,her,own,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,hahahaha,:face_with_tears_of_joy:,fijate,a,mi,me,gusta,coger,verano,:grimacing_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,cada,fin,de,semana,cerca,de,ti,familia,!,este,weekend,estaré,en,hialeah,y,homestead,!.,..,.,,,,,,,,,,,,,,,,,,,,,,,
negative,i,seriously,have,no,life,rn,:face_with_tears_of_joy:,:face_with_tears_of_joy:,nombre,pos,ontan,todos,que,se,me,pierden,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,@,wohoo,eso,es,amor,mio,#relax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,buenos,dias,zombers,!,^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,the,hug,she,gave,me,en,la,morning,>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,keep,going,i,love,et,!,jajaja,graciass,babe,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,ay,guey,tu,si,traes,ya,m,ganaste,!!,lol,im,not,working,right,now,im,just,going,to,school,:),y,tu,?,,,,,,,,,,,,,,,,,
neutral,@,lina,odio,la,uni,:loudly_crying_face:,why,am,i,up,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,salhua,open,!!,urdesa,central,circunvalación,sur,0,y,guayacanes,!,#salhuastore,#guayaquil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#tbt,my,work,styling,best,dress,award,@,chinoynacho,#premiosjuventud,@,…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,el,closet,de,#evalongoria,#zapatos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,:hourglass_done:-:hourglass_done:gold,mood,:hourglass_not_done:-:hourglass_done:uno,de,los,colores,favoritos,en,collares,",",aretes,",",pulseras,y,zapatos,para,empezar,el,año,!,#0,,,,,,,,,,,,,,,,,,,,,
neutral,@,@,@,pepper,ann,>>,vaca,y,pollo,>>,la,banda,del,patio,>>,digimon,primera,generacion,>>,sailor,moon,>>,marvel/dc,,,,,,,,,,,,,,,,,,,
positive,diablo,que,cool,eres,en,verdad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,rt,@,:,se,me,hace,tan,dificil,hablar,con,alguien,frecuentemente,en,estos,dias,",",like,tengo,que,estudiar,y,no,me,da,break,,,,,,,,,,,,,,,,,
neutral,by,@,via,photorepost_app,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,slipped,out,of,my,mouth,:,se,me,salió,are,you,pregnant,?,i,’m,sorry,",",that,slipped,out,of,my,mouth,.,,,,,,,,,,,,,,,,,,
positive,le,voy,a,hacer,cupcakes,a,génesis,mañana,.,soy,la,mejor,housemate,ever,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,se,fue,riendose,#truestory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,un,día,espectacular,con,mis,estudiantes,de,imagen,modeling,by,la,gatita,y,para,cerrar,con,broche,…,,,,,,,,,,,,,,,,,,,,,,,,
positive,zoé,dress,check,out,iur,dress,in,our,store,!,realiza,tu,pedido,al,0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,nena,la,dejo,por,crazy,!,cuándo,nos,mudamos,nos,dijo,q,la,calle,era,relax,"""",nada,de,gritos,"""",las,primeras,q,gritan,son,ellas,!,cafres,,,,,,,,,,,,
neutral,@,@,en,serio,alguien,habla,de,"""",violación,"""",en,perros,?,wtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,se,acabo,hell,week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,me,comprometen,en,cosas,y,me,llego,a,enterar,por,terceras,partes,",",so,great,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,seducir,en,un,sofá,.,expectativa,vs,realidad,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,just,the,smell,of,the,summer,can,make,me,fall,in,love,.,:musical_note:,gypsy,summer,:musical_note:,-,maxifaldas,-,tops,en,v,#salhuaclothing,,,,,,,,,,,,,,,,,,
negative,like,in,mexico,i,lost,0,pesos,:unamused_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,#tbt,wih,my,girls,.,noche,casual,con,mis,amigas,.,las,quiero,mucho,#friends,#forever,#amigas,#tbt,…,,,,,,,,,,,,,,,,,,,,,,,
negative,esta,graduación,está,laaaarga,y,pico,.,0,horas,sentada,en,unos,bleachers,no,es,de,dios,.,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,enserio,battlefield,be,too,active,haha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,me,ha,gustado,un,vídeo,de,@,de,@,(,-,battlefield,0,vs,infinite,warfare,|,kronno,zomber,|,(,prod,.,,,,,,,,,,,,,,,,,,,
positive,by,@,"""",gracias,por,compartir,conmigo,este,momento,tan,especial,!!,!,#momentosfelices,…,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,pa,estar,en,la,beach,y,no,en,el,work,!,sacrificios,q,tienen,frutos,luego,..,.,te,amo,,,,,,,,,,,,,,,,,,,,,
positive,¡,ya,estamos,en,el,arctic,sunrise,a,punto,de,zarpar,!,ay,dio,mio,.,a,las,0,tenéis,vlog,.,:smiling_face_with_heart-eyes:,@,…,,,,,,,,,,,,,,,,,
neutral,rt,@,:,tiene,iniciativa,",",no,pone,excusas,",",creativo,",",hace,reír,",",se,preocupa,por,ti,",",tiene,flow,y,escucha,malianteo,contigo,..,htt,…,,,,,,,,,,,,,
neutral,@,no,lol,college,:face_with_tears_of_joy:,:face_with_tears_of_joy:,",",el,este,de,los,angeles,:hundred_points:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,la,opción,de,faltar,mañana,está,en,mis,manos,..,.,tempting,af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,my,dad,got,summ,tamales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,"""",like,"""",0,spoons,or,two,spoons,.,habla,bien,!!,either,she,has,two,spoons,or,she,does,n't,.,cual,like,no,que,nada,,,,,,,,,,,,,,
positive,que,me,llegue,el,email,que,diga,:,your,travel,itinerary,is,ready,√,#happiness,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,adriana,yaa,:face_with_rolling_eyes:,stop,resisting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,subieron,al,escenario,y,dieron,un,show,que,no,nos,vamos,a,olvidar,nunca,.,@,@,#clubmediafest,,,,,,,,,,,,,,,,,,,,,
neutral,#refill,#segundoround,disfrutando,del,fin,de,semana,@,#bacardi,#sangriiia,#gasolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,llevo,un,ratito,rayao,..,.,quien,vea,la,peli,de,it,follows,que,me,diga,que,haría,para,deshacerse,del,bicho,..,.!,:confused_face:,:confused_face:,,,,,,,,,,,,,,,,
negative,i,'m,always,fighting,in,that,class,con,la,de,monterrey,",",el,de,san,luis,i,con,el,de,coahuila,i,el,de,durango,/,.,-,!!!,,,,,,,,,,,,,
neutral,búscalo,en,#dunkindonuts,#elvacilondelagatita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,jajajajaja,so,truee,..,.,y,la,taquilla,a,mitad,de,precio,ya,que,he,is,technically,not,even,adult,sized,,,,,,,,,,,,,,,,,,,,
neutral,pasame,la,botella,voy,a,beber,en,nombre,de,ella,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,ugh,dia,comercial,para,poder,ser,la,persona,más,cursi,ever,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,schedule,=,horario/agenda,my,schedule,is,tight,",",tengo,una,agenda,muy,apretada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,arjona,",",pa,',",",your,songssssss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,jurau,',que,mi,par,t-t,ime,perfecto,sería,de,babysitter,o,trabajar,en,un,pet,shop,,,,,,,,,,,,,,,,,,,,,,,,,
positive,vamos,a,la,playa,oh,oh,oh,:sun:,#tevolvistelocasalhua,sigue,!,y,todo,el,local,tiene,hasta,el,0%,off,!,0:0,am,a,0:0,pm,,,,,,,,,,,,,,,,
positive,siempre,tengo,tiempo,para,mis,fans,",",@,",",de,@,.,#latingrammy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,que,es,la,que,hay,con,este,nuevo,update,de,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,homeboy,',jefe,',should,switch,his,name,to,#sharkeisha,lmao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,:clapping_hands:,:thumbs_up:,feliz,de,ser,parte,del,#chinoynacho,team,@,los,quiero,!,ya,el,disco,en,cocierto,:party_popper:,:party_popper:,:party_popper:,.…,,,,,,,,,,,,,,,,,,,,
positive,buen,dia,mi,gente,!,ya,listos,for,the,new,year,!!,!,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#undertheweather,#sicky,#flu,i,need,drugs,#medicine,#doctortime,.,no,me,siento,bien,:loudly_crying_face:,@,universal,…,,,,,,,,,,,,,,,,,,,,,,,,,
positive,ya,él,entendió,cual,es,su,camita,!,#duque,#trainning,#puppy,eso,sí,",",tiene,que,estar,al,lado,mio,.,,,,,,,,,,,,,,,,,,,,,
positive,estoy,consiguiendo,que,mi,colección,de,blu,rays,sea,the,fucking,best,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,es,con,mucho,gusto,y,a,ti,mil,mil,gracias,por,compartir,:),bueno,ya,somos,dos,jeje,have,a,great,one,!,:),,,,,,,,,,,,,,,,,
positive,pues,ya,finalmente,escuche,el,album,completo,de,beiber,..,.,:clapping_hands_light_skin_tone:,:clapping_hands_light_skin_tone:,:clapping_hands_light_skin_tone:,props,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,"""",@,:,dios,mío,el,moretón,no,se,me,va,:loudly_crying_face:,"""",galaxy,jajajja,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,un,hymn,for,the,weekend,!,:red_heart:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,pero,fuck,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,we,should,!!,:d,pleasee,y,sii,me,cai,cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,oka,",",me,pinté,las,uñas,so,tengo,que,esperar,0,minutos,para,que,se,me,dañen,y,volver,a,empezar,",",esto,es,rutina,,,,,,,,,,,,,,,,,
positive,#powerball,#elvacilondelagatita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,si,kiero,homie,;,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,“,@,:,#ff,@,@,@,@,follow,it,!,”,gracias,bella,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,0ra,mezcla,de,dj,sheriff,#exclusivo,#elvacilondelagatita,te,la,regalamos,0-0-0,@,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,this,video,is,too,adorable,for,words,:loudly_crying_face:,:loudly_crying_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,el,party,montao,en,el,terminal,pa,snake,!!,hasta,abajoo,..,.,los,gringos,tienen,una,cara,jaja,,,,,,,,,,,,,,,,,,,,,,,
positive,i,’m,flattered,:,me,halaga/estoy,halagado,.,i,’m,flattered,to,hear,that,you,’re,coming,to,my,baby,shower,.,,,,,,,,,,,,,,,,,,,,
positive,“,@,:,chicas,miren,!,@,@,”,#fashion,#trendy,a,la,moda,siempre,y,sobre,todo,hermosa,:winking_face:,,,,,,,,,,,,,,,,,,,,,,
positive,working,plus,fun,!,love,my,job,!,#escuadrondelabelleza,@,@,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,“,@,:,“,@,:,guapa,talentosa,@,”,.,bella,y,hermoso,el,vestido,.,un,hit,!!,!,,,,,,,,,,,,,,,,,,,,,
positive,thanks,god,",",tengo,la,bendicion,mas,grande,mi,familia,..,.,feliz,weekend,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,rt,@,:,vestido,hoy,@,al,terminar,@,los,esperamos,pa,echar,el,chal,#styling,@,&,@,:dress:,:,…,,,,,,,,,,,,,,,,,,,,
neutral,rt,@,:,rt,si,encontraste,al,panda,:panda_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,buenos,dias,zombers,!,una,foto,con,mi,gorra,del,black,ops,0,!,ya,sabeis,que,me,podeis,seguir,en,…,,,,,,,,,,,,,,,,,,,,
neutral,when,my,mom,tells,my,dad,i,'m,not,gonna,cook,today,so,llevanos,a,comer,>,lol,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,me,has,emocionado,.,gracias,:red_heart:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,weekend,#sanvalentin,imagen,modeling,by,la,gatita,nuevos,cursos,registraciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,enamorarse,y,que,sea,mutuo,debe,de,estar,pa,'l,de,cabron,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,cuando,el,playlist,de,tu,novio,lo,único,que,tiene,es,tommy,torres,",",ricky,martin,y,marc,anthony,:red_heart:,:raising_hands_medium-light_skin_tone:,,,,,,,,,,,,,,,,,,,,,
positive,rt,@,:,trato,de,tardarme,en,contestar,pero,no,sirvo,para,eso,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,jajajajajes,una,rar,jajaja,jodiendo,that,'s,her,job,hun,!,me,pregunto,que,te,preguntara,¿,como,te,fue,?,..,.,estas,viva,?,,,,,,,,,,,,,,,
positive,@,hahahahahahahhaha,ya,ya,eso,hago,:see-no-evil_monkey:,:face_with_tears_of_joy:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,mejor,un,bizcocho,de,chocolate,pls,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,i,asked,him,wat,he,was,doing,up,y,me,dice,"""",i,had,an,emergency,"""",and,takes,out,the,icecream,!!,,,,,,,,,,,,,,,,,,,
negative,que,risas,en,argentina,y,chile,!!,:d,|,club,media,fest,0,-,kronno,zomber,:,vía,@,,,,,,,,,,,,,,,,,,,,,,,
positive,los,podcast,de,chente,le,meten,mano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,ese,texto,tan,importante,merece,ser,enviado,a,través,de,la,red,0g,lte,más,grande,y,confiable,del,país,:,,,,,,,,,,,,,,,,,,,,,
negative,"""",el,que,heredo,lo,feo,y,nacio,lo,feo,es,feo,!!!,"""",lmfaooooo,pinche,lizeth,!!,,,,,,,,,,,,,,,,,,,,,,,,
neutral,maleta,all,done,despues,viro,y,veo,que,no,meti,los,zapatos,:/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,una,con,el,madafucking,wild,cuando,estabamos,en,la,suite,de,argentina,!,que,grande,es,!,,,,,,,,,,,,,,,,,,,,,,,,,
negative,toño,is,a,little,ass,hoee,:clapping_hands:,de,todos,los,guys,en,el,rancho,el,es,que,me,cai,mas,mal,/,.,-,!!,,,,,,,,,,,,,,,,,
positive,by,@,"""",la,que,de,amarillo,de,viste,:yellow_heart:,:yellow_heart:,le,va,al,#america,señores,!!,américa,águilas,:face_with_tears_of_joy:,:face_with_tears_of_joy:,:face_with_tears_of_joy:,…,,,,,,,,,,,,,,,,,,,
positive,@,bad,blood,es,el,mejooor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,really,.,yeahhh,miss,u,flaca,.,cuando,regreses,de,tus,dias,off,nos,vemos,.,:face_blowing_a_kiss:,,,,,,,,,,,,,,,,,,,,,,,,
positive,y,cuando,llegó,al,lobby,",",como,quiera,no,abrió,:-),so,tuvimos,que,llamar,al,guardia,.,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,inside,out,esta,bien,buena,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,me,duele,y,to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,"""",ooh,"""",jajajajajjajajajajajjaa,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,matematicas,",",donde,tienes,todo,bien,",",o,todo,mal,.,in,a,nutshell,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,rt,@,:,thinking,about,how,planes,work,when,ur,midair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,en,0,meses,cumplo,0,..,ok,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,rt,@,:,a,nadie,le,pasa,que,la,clase,es,tan,fucking,facil,que,te,estas,colgando,??,??,?,¿,,,,,,,,,,,,,,,,,,,,
positive,@,well,youuuu,my,fav,too,:smiling_face_with_horns:,:smiling_face_with_horns:,:smiling_face_with_horns:,:smiling_face_with_horns:,jajajajaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,lo,vuelvo,a,subir,en,nada,",",en,0,minutitos,o,así,..,espero,que,lo,volváis,a,ver,para,dejar,vuestro,apoyo,y,sorry,:(,,,,,,,,,,,,,,,,
positive,@,ty,ty,!,jejeje,por,supuesto,!!!,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,brava,vs,fifa,vs,calculo,0,vs,netflix,vs,sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,fulfillment,:,realización,the,#0,fulfillment,factor,:,do,what,you,love,every,day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,got,0,hours,for,community,service,:unamused_face:,no,mames,:expressionless_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,buenos,dias,zombers,!!,:d,:smiling_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,lol,es,tu,preferida,?,pescuesos,is,a,dank,ass,taco,spot,too,:face_savoring_food:,:ok_hand:,:fire:,,,,,,,,,,,,,,,,,,,,,,,,,
positive,lo,primero,que,haré,cuando,llegue,a,mayagüez,es,ir,a,happy,bowls,:face_savoring_food:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,rt,@,:,mi,suerte,es,como,la,de,miss,colombia,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
