negative,omg,que,sueño,tengo,:sleeping_face:,:sleeping_face:,:sleeping_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,shit,ni,pregunte,:face_with_tongue:,.,0,",",0,el,otro,his,older,fernando,&,chento,:grinning_face_with_smiling_eyes:,cx,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,and,that,smoking,weed,is,okay,#grifomelarifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,when,girls,arch,their,backs,0,make,their,booty,look,big,..,<<<,no,buenooo,!!!,take,yo,ol,',flat,saggy,pancake,no,booty,havin,ass,somewhere,else,,,,,,,,,,,,,
positive,@,hey,seca,im,running,late,but,ima,go,rn,en,chinga,be,there,by,0:0,:),,,,,,,,,,,,,,,,,,,,,,,,,
positive,“,@,:,tu,y,yo,tirando,el,roll,",",tomando,bucanitas,..,nose,piensalo,”,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,&,then,my,mom,would,n't,like,her,cause,she,'s,not,my,boo,!,&,my,sister,would,rat,me,out,too,!!!,segun,muy,best,cuñadas,ellas,!,lol,,,,,,,,,,,
neutral,break,even,:,cubrir,gastos,básicos,.,his,business,barely,managed,to,break,even,.,i,did,n't,have,anyone,to,play,with,,,,,,,,,,,,,,,,,,,
neutral,the,new,nismo,is,firme,#nismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,si,ya,se,its,being,somw,time,we,havent,gone,!!,:o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,flirting,:,coqueteando,i,caught,her,flirting,with,the,mail,man,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,loco,por,ti,:smiling_face_with_heart-eyes:,:face_blowing_a_kiss:,:smiling_face:,haha,no,shit,:face_with_tears_of_joy:,i,ment,like,during,the,day,",",have,a,cheat,week,#cheaters,,,,,,,,,,,,,,,,,,,
positive,te,juro,k,no,te,puedo,sakar,de,mi,cabeza,!!!!,#dammit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,that,boy,cuadrado,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,chicharito,fina,be,the,hero,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,i,hate,when,my,mom,makes,enchiladas,:loudly_crying_face:,:pouting_face:,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,reminds,me,:,me,recuerda,(,he,visto,que,tenemos,problemas,con,este,verbo,y,algunas,veces,decimos,remember,),the,baby,reminds,me,of,grandma,.,,,,,,,,,,,,,,,
negative,sick,and,tired,.,algo,así,como,“,más,que,harto,”,.,i,'m,sick,and,tired,of,cleaning,after,you,.,,,,,,,,,,,,,,,,,,,
neutral,@,ehh,nothing,much,ya,casi,no,salgo,..,lol,miracle,i,know,y,tu,?,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,lol,soo,are,you,a,real,account,?,or,just,a,sweet,piece,of,ass,#nalgona,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,es,bueno,cuando,ya,tienen,un,maestro/profesor,en,video,chat,",",ahi,si,van,a,encontrar,el,sentido,",",estoy,organizando,todo,...,,,,,,,,,,,,,,,,,,
positive,@,@,te,consigo,date,no,bs,(;,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,"""",@,:,i,seriously,cannot,wait,until,pollo,campero,opens,up,:smiling_face_with_heart-eyes:,"""",my,nigga,!!!,yo,voy,a,campar,pa,ser,el,primero,en,probar,el,chikin,,,,,,,,,,,,,
neutral,@,no,es,sinónimo,pero,significa,lo,mismo,",",i,get,out,of,work,at,0,pm,",",creo,q,esto,es,lo,q,querías,decir,:),,,,,,,,,,,,,,,
negative,stuck,in,traffic,:,atrapado,en,tráfico,.,i,was,stuck,in,traffic,for,so,long,that,i,missed,my,appointment,.,,,,,,,,,,,,,,,,,,,,
negative,i,'ve,been,putting,it,off,.,aplazar,i,really,have,to,fix,my,car,",",i,'ve,been,putting,it,off,for,a,while,.,,,,,,,,,,,,,,,,
negative,at,the,drop,of,a,dime,:,instantáneamente,sin,vacilación,.,do,n’t,test,me,",",i,’ll,leave,you,at,the,drop,of,a,dime,.,,,,,,,,,,,,,,,
neutral,nvm,orita,me,voy,:squinting_face_with_tongue:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#0,mira,que,cochino,con,este,número,#alaverg,u,firme,tho,:hundred_points:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,daw,pogba,a,punto,de,echar,un,golazo,y,que,crees,!?,ese,postee,cao,!!!,,,,,,,,,,,,,,,,,,,,,,,,,
positive,this,week,ima,go,forsure,#complirmisantojos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,yesss,bailando,al,son,de,la,tambora,y,k,mueva,bien,las,caderas,como,si,estuviera,bailando,kebradita,..,makes,me,melt,;d,:heart_suit:,:heart_suit:,:heart_suit:,>>>>,,,,,,,,,,,,,,
neutral,shameless,:,sin,vergüenza,she,is,completely,shameless,",",she,does,n’t,care,who,she,has,to,step,on,as,long,as,she,gets,what,she,wants,.,,,,,,,,,,,,,,
positive,@,yes,!,y,a,que,conosca,la,familia,y,mi,ranchito,adorado,:heart_suit:,i,think,she,'s,ready,to,meet,the,entire,family,:heart_suit:,you,should,come,^.^,,,,,,,,,,,,,
positive,@,he,was,like,"""",que,linda,"""",lmao,:face_with_tears_of_joy:,:ok_hand:,:two_hearts:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,flat,out,:,(,muy,usado,),algo,asi,como,rotundamente,.,hiding,stuff,is,one,thing,",",but,you,are,flat,out,lying,!,,,,,,,,,,,,,,,,,
neutral,@,ya,se,guey,pues,nimodo,!!!,haha,you,going,out,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,when,my,cousins,wanna,come,to,austin,solamente,para,que,les,presente,a,una,de,mis,friends,like,just,no,s,t,o,p,:face_with_tears_of_joy:,,,,,,,,,,,,,,,,,
positive,i,wanna,go,to,the,midnight,rodeo,at,least,once,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,seat,warmers,:oncoming_fist:,orita,van,a,tar,back,to,normal,:beaming_face_with_smiling_eyes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,yo,too,!,:disappointed_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,como,pasa,el,tiempo,",",y,con,el,cosas,en,la,vida,k,te,cambian,para,siempre,..,but,hey,i,got,a,second,chance,!,:),i,cant,believe,its,been,a,year,,,,,,,,
neutral,@,lets,hotbox,perro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,pushy,:,avasallador/insistente,.,if,a,salesman,is,getting,too,pushy,",",tell,them,to,back,off,.,,,,,,,,,,,,,,,,,,,,,,,,
neutral,right,then,and,there,:,inmediatamente,he,expects,me,to,know,the,answer,right,then,and,there,.,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,lmao,i,cant,stop,laughing,<<,la,zombie,",",uhh,girl,i,see,you,getting,u,shine,on,..,ok,nvm,bye,!,,,,,,,,,,,,,,,,,,
positive,dios,te,bendiga,",",buena,suerte,",",k,mas,te,puedo,decir,..,ayyy,dolooorrrrr,!!!!,como,kisiera,estar,en,mi,rancho,#montez,#durango,#sunday,#perfect,,,,,,,,,,,,,,,,
positive,the,guy,:,no,es,que,no,te,kiera,dar,ride,it,'s,just,that,you,live,so,far,me,:,:loudly_crying_face:,:loudly_crying_face:,:loudly_crying_face:,plz,no,me,kiero,kedar,aki,lol,that,shit,was,funny,:face_with_tears_of_joy:,:ok_hand:,,,,,
positive,no,falta,el,entretenimiento,...,sin,duda,i,cant,complain,",",life,is,good,:d,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,pero,fakk,emmm,no,son,shiettt,los,demas,a,toda,madre,!!!,well,at,least,in,my,fam,lol,pero,you,know,idgaf,yo,le,doy,mi,mano,a,,,,,,,,,,,,
positive,@,@,only,if,you,put,me,on,instagramski,and,make,me,famous,....,oiesaaaa,pinche,mamadaaa,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,i,si,:smirking_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,this,team,got,a,dude,names,queso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,lmao,enserio,:face_with_tears_of_joy:,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,lechuga,ravanos,revanadas,de,jitomate,lo,que,te,da,la,gana,:face_with_tears_of_joy:,:face_with_tears_of_joy:,lmao,",",i,still,enjoy,@,more,than,anything,tho,#fan0life,,,,,,,,,,,,,,,,,
positive,@,yo,vampiro,?,nooo,!!!,si,yo,no,muerdo,hehe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,bickering,:,riña/discusión,gloria,and,luis,are,always,bickering,about,the,silliest,matters,such,as,household,chores,and,things,of,that,sort,.,,,,,,,,,,,,,,,,,,,
positive,i,have,a,crush,on,you,en,realidad,no,significa,que,estoy,enamorad@,solo,q,me,gustas,mucho,.,i,'m,in,love,=,estoy,enamorado,.,0,cosas,diferentes,,,,,,,,,,,,
positive,@,y,observa,q,las,otras,silabas,tienen,un,ə,",",en,general,las,silabas,sin,acento,tienen,un,ə,o,un,ɪ,community,kəˈmyu,nɪ,ti,,,,,,,,,,,,,,,
negative,@,i,know,bitch,you,disappear,out,of,the,no,where,?,?,k,pasa,contigo,!!!,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,por,supuesto,",",tyvm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,lay,low/lie,low,:,pasar,desapercibido,.,lay,low,for,a,while,because,you,'re,probably,wanted,for,murder,.,the,anchorman,,,,,,,,,,,,,,,,,,,,
positive,@,de,nada,frutada,:pineapple:,:smiling_face_with_smiling_eyes:,#goodluck,y,que,dios,te,bendigue,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,yes,",",many,people,use,ti,",",so,good,to,know,:),have,a,great,weekend,:],,,,,,,,,,,,,,,,,,,,,,,,
negative,held,accountable,:,ser,responsable/,hacerse,responsable,.,i,do,n't,want,to,be,held,accountable,for,your,bad,actions,.,,,,,,,,,,,,,,,,,,,,,
negative,tough,love,:,eres,muy,estricto,con,alguien,porque,lo,amas,.,some,mothers,believe,that,spanking,their,children,is,a,form,of,showing,tough,love,,,,,,,,,,,,,,,,
positive,@,nada,malo,:face_with_tongue:,me,fui,con,la,i,sus,primos,to,chill,i,ay,encontre,da,love,of,my,life,:smiling_face_with_heart-eyes:,:face_with_tears_of_joy:,:face_with_tears_of_joy:,lol,,,,,,,,,,,,,,,,,
positive,@,no,te,creas,:face_savoring_food:,ima,let,it,grow,until,i,reach,finix,status,lmao,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,@,hells,yea,el,tambien,(;,:face_with_tears_of_joy:,:face_with_tears_of_joy:,:red_heart:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,aqui,by,mas,where,you,picked,me,up,last,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,"""",se,nota,k,te,mueres,por,volver,",",k,triste,realidad,",",ayer,te,idolatraba,hoy,tu,amor,me,da,igual,"""",#amazingsong,,,,,,,,,,,,,,,,,,
neutral,karaoke,..,ya,valio,madres,ora,no,llego,pa,la,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,ahhh,yo,nunca,lo,diría,pero,muy,válido,y,como,siempre,muy,valiosos,tus,aportes,(,me,encantan,:),tyvm,,,,,,,,,,,,,,,,,,,,,
neutral,step,aside,:,hacerse,a,un,lado,.,step,aside,please,",",police,coming,through,.,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,toughen,up,:,sé,más,fuerte,.,come,on,sally,",",toughen,up,.,things,are,n’t,always,going,to,be,easy,.,,,,,,,,,,,,,,,,,,,
negative,something,came,up,:,resultó,un,problema,.,person,0,:,i,thought,you,were,coming,out,with,us,tonight,.,p0,:,i,was,",",but,something,came,up,.,,,,,,,,,,,
neutral,@,@,ahh,ya,veo,",",la,verdad,yo,hago,un,esfuerzo,deliverado,por,no,hacerlo,literal,",",es,difícil,de,explicar,en,un,tweet,:),,,,,,,,,,,,,,,,
neutral,appealing,:,atractivo/provocativo,person,0,:,would,you,like,to,try,cow,tongue,?,person,0,:,i,’m,sorry,but,that,does,not,sound,appealing,to,me,.,,,,,,,,,,,,,
neutral,what,went,down,:,lo,que,pasó/sucedió,.,i,had,to,tell,her,the,crazy,story,of,what,went,down,last,night,.,,,,,,,,,,,,,,,,,,,
positive,got,a,firme,ass,workout,in,with,this,seca,@,:smiling_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,spensa,put,that,work,in,pues,haha,:hundred_points:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,pero,la,otra,parte,q,es,la,forma,como,pregunto,es,where,are,the,restooms,.,pero,se,puede,preguntar,de,otra,forma,,,,,,,,,,,,,,,,,,
positive,@,plus,three,inches,por,el,chocomil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,stuffed,up,:,algo,así,como,tapado,i,hate,getting,colds,because,my,nose,gets,stuffed,up,.,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,oy,nomas,y,yo,con,la,barba,estillo,taliban,:smiling_face:,lmao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,entonces,que,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,down,to,earth,:,aterrizado,i,like,her,because,she,’s,down,to,earth,and,not,full,of,herself,.,,,,,,,,,,,,,,,,,,,,,,
negative,the,guys,at,fiesta,rn,are,being,so,eww,.,:unamused_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,all,late,!!!!,make,a,sandwich,mas,mejor,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,no,longer,(,ya,no,),why,are,you,no,longer,working,there,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,get,bent,out,of,shape,:,ofenderse,.,all,i,said,was,that,you,’re,gaining,weight,",",do,n’t,get,all,bent,out,of,shape,because,of,it,.,,,,,,,,,,,,
negative,i,’m,lost,",",where,are,we,on,the,map,?,(,es,on,the,map,),,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,lmao,te,creo,:face_with_tears_of_joy:,",",add,me,on,ps0,bozkur0,let,'s,get,a,game,going,haha,,,,,,,,,,,,,,,,,,,,,,,,
positive,ima,shower,#alllate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,aver,si,no,te,hecho,la,sal,lol,oops,!,(;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,lmao,i,killed,my,night,time,bowl,already,cx,the,kush,gunna,put,me,out,rn,#grifomelarifo,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,lmao,entonces,?,:face_with_tears_of_joy:,do,n't,even,hit,her,up,at,all,haha,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,blink,of,an,eye,:,en,un,abrir,y,cerrar,de,ojos,(,no,es,in,an,open,and,close,the,eyes,:),i,saw,her,but,in,the,blink,of,an,eye,she,was,gone,.,,,,,
neutral,hear,about,:,enterarse,de,algo,.,did,you,hear,about,the,fire,at,the,store,?,,,,,,,,,,,,,,,,,,,,,,,,,
negative,push,my,buttons,:,algo,así,como,molestar,.,i,’m,not,in,a,good,mood,right,now,",",do,n’t,push,my,buttons,.,,,,,,,,,,,,,,,,,
negative,@,there,bomb,huh,especially,after,a,couple,churros,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,lmao,tu,i,tus,mamadas,:face_with_tears_of_joy:,:face_with_tears_of_joy:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,haha,!!,por,andar,chismeando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,pout,:,hacer,pucheros/mala,cara,my,son,will,pout,and,cry,for,a,piece,of,candy,.,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,like,some,straight,fuego,ass,kush,:face_with_steam_from_nose:,:dashing_away:,:fire:,:maple_leaf:,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,well,duhh,bitch,!,nopos,wow,!!!,ya,no,ayan,otra,cosa,k,haser,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,mee,too,make,a,burrito,lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,asi,oh,mas,fuerte,.,:face_with_tears_of_joy:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,vice,",",cielo,or,glorias,this,weekend,?,cuz,i,havent,gone,out,in,about,0,weeks,..,,,,,,,,,,,,,,,,,,,,,,,,
negative,flipping,out,:,enloquecer,she,was,flipping,out,because,she,saw,a,roach,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,si,vieras,q,la,había,escuchado,antes,",",pero,nada,q,se,me,venía,a,la,cabeza,:),ty,!!!,,,,,,,,,,,,,,,,,,,,,
positive,got,a,nice,workout,en,la,tarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,you,always,give,good,advices,",",i,hope,u,take,em,yourself,too,!!,glad,to,hear,from,you,menso,",",como,as,estado,?,,,,,,,,,,,,,,,,
positive,@,fuck,it,we,'ll,go,friday,then,..,pa,ir,todos,!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,si,no,pueden,ni,entrar,a,la,liguilla,hahaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,@,esta,no,la,sabía,",",le,voy,a,hacer,retweet,sin,confirmar,(,confíio,en,ti,:),saludos,,,,,,,,,,,,,,,,,,,,,,
positive,@,@,no,graciela,eso,me,lo,dicen,everyday,so,there,'s,no,need,:smiling_face_with_sunglasses:,:face_with_tears_of_joy:,!,&,stacy,that,actually,sounded,cute,so,gracias,(':,,,,,,,,,,,,,,,,
negative,under,the,bus,:,traicionar,.,mike,threw,me,under,the,bus,",",he,told,our,boss,i,slept,through,the,job,.,,,,,,,,,,,,,,,,,,,
neutral,@,you,plan,on,attending,college,?,",",that,good,get,ur,shit,together,xque,si,esta,cabron,la,cosa,,,,,,,,,,,,,,,,,,,,,,
neutral,@,yes,tu,crees,-__-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,pasatela,pa,andar,igual,..,lmao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,aki,toy,:person_raising_hand:,&,aww,porke,:unamused_face:,???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,speechless,:heart_suit:,&,your,hair,..,i,love,it,amor,:heart_suit:,so,stunning,:heart_suit:♡:heart_suit:,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,aight,firme,how,much,he,got,tho,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,"""",ella,me,pide,something,"""",lmao,that,song,brings,back,memories,!!!,:d,haha,@,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,not,out,of,the,woods,yet,:,no,he,salido,del,problema,todavía,our,sales,went,up,last,month,",",but,the,company,is,not,out,of,the,woods,yet,.,,,,,,,,,,,
positive,@,haha,for,reals,..,its,my,drug,..,nah,pero,it,gets,me,hyper,!,-.-,idk,why,?,i,think,is,the,sweet,tea,..,lol,toy,bn,loca,!,,,,,,,,,,
positive,@,goodnight,golda,<0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,wait,up,:,espera,el,“,up,”,es,de,adorno,.,will,you,wait,up,for,me,?,i,have,to,run,to,the,store,.,,,,,,,,,,,,,,,
positive,@,si,",",es,normal,",",pero,toca,de,a,uno,",",espero,no,desanimarte,a,mi,me,parecio,casi,imposible,",",pero,"...,",one,step,at,a,time,:),,,,,,,,,,,,
positive,take,under,wing,:,meter,bajo,el,ala,",",dar,protección,the,mobster,took,him,under,his,wing,and,taught,him,about,the,streets,.,,,,,,,,,,,,,,,,,
neutral,spill,the,beans,:,revelar,.,it,was,supposed,to,be,a,secret,",",but,i,accidently,spilled,the,beans,.,,,,,,,,,,,,,,,,,,,,,
positive,@,lol,enserio,eso,se,noto,#activo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,yo,no,fui,mcm,de,nadie,fml,...,mejor,me,voy,a,comer,unos,tacos,pa,quitarme,lo,awitado,:(,lol,jk,,,,,,,,,,,,,,,,,,,,
positive,@,jaja,yo,tampoco,",",mi,hija,me,lo,dijo,",",yo,no,entendí,",",me,tuvo,que,explicar,y,en,esas,me,dije,ahhhh,buena,para,un,tweet,:),,,,,,,,,,,,
neutral,@,hahaa,no,type,of,comeback,#nopostacabronlacosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,be,very,hard,on,someone,:,tratar,a,alguien,con,dureza,.,do,n't,be,too,hard,on,the,boy,he,'s,too,young,to,know,that,he,was,doing,wrong,.,,,,,,,,,,
positive,@,it,'s,your,instinct,lol,either,that,o,te,va,pegar,chorro,:grinning_squinting_face:,:face_with_tears_of_joy:,:grinning_squinting_face:,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,cheat,:,hacer,trampa,.,teacher,:,if,you,cheat,on,the,exam,",",you,will,automatically,fail,.,,,,,,,,,,,,,,,,,,,,,,,
positive,"""",de,algun,modo,tienes,k,ser,discreta,aun,k,no,te,deje,empaz,la,consiensia,",",k,nadie,sepa,"""",omg,k,cansion,!!!!,,,,,,,,,,,,,,,,,
positive,im,stuck,in,bachata,for,the,rest,of,the,week,...,prince,royce,and,romeo,are,killing,it,!,:),,,,,,,,,,,,,,,,,,,,,,
negative,voy,a,llorar,por,ti,just,came,on,..,thanks,pandora,...,fucking,thanks,!,no,no,no,i,ai,n't,trying,to,get,up,in,my,feelings,stop,itttt,!!!,,,,,,,,,,,
neutral,@,@,lmao,pinche,graciela,you,gonna,like,our,plan,asi,que,ya,no,agas,:smiling_face_with_sunglasses:,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,exactamente,no,sé,",",creo,q,registradora,es,muy,regional,.,yo,diría,:,"""",one,way,gate,"""",does,it,work,?,let,me,know,:),,,,,,,,,,,,,,
positive,@,haha,spensa,:grinning_squinting_face:,",",cual,la,reina,del,sur,:hundred_points:,:pistol:,?,lol,esa,esta,buena,:ok_hand:,,,,,,,,,,,,,,,,,,,,,,,,
positive,i,saw,vania,'s,cousin,today,:smiling_face_with_heart-eyes:,kasi,me,deretia,:face_screaming_in_fear:,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,si,odd,=,probabilidad,pero,no,siempre,:,that,'s,odd,:,eso,es,raro,.,ya,lo,adicioné,a,la,lista,",",me,encanta,cuando,me,dan,sugerencias,:),,,,,,,,,,,
positive,',hypnotizame,con,tu,flow,aki,solo,somo,',tu,y,yo,',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,lmao,perdon,#mamando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,ay,k,sueño,tengo,<<,time,to,get,some,sleep,=),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,ni,mires,pa,tras,lol,:face_with_tears_of_joy:,:raised_hand:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,haha,y,te,creo,:face_with_tears_of_joy:,:face_with_tears_of_joy:,",",tommarow,well,hit,it,harder,than,before,:smiling_face:,#dedicado,,,,,,,,,,,,,,,,,,,,,,,,,
positive,hooking,me,up,:,varias,cosas,",",una,“,conectar,”,thanks,for,hooking,me,up,with,my,job,,,,,,,,,,,,,,,,,,,,,,,
neutral,go,through,the,motions,:,hacer,algo,sin,interés/interés,bill,has,no,real,passion,in,life,",",he,just,goes,through,the,motions,day,to,day,.,,,,,,,,,,,,,,,
negative,he,is,on,the,run,:,está,huyendo,.,police,man,:,our,suspect,took,off,with,the,stolen,cash,",",now,he,’s,on,the,run,.,,,,,,,,,,,,,,
positive,@,looks,dank,huh,:kissing_face:,:dashing_away:,:fire:,:maple_leaf:,@,#grifomelarifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,the,guy,i,danced,with,era,de,michoacan,:squinting_face_with_tongue:,:squinting_face_with_tongue:,:squinting_face_with_tongue:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,stay,away,from,me,:,no,te,me,acerques,.,i,do,n’t,want,to,see,you,again,",",stay,away,from,me,.,,,,,,,,,,,,,,,,,,
negative,@,cuz,idk,how,to,dance,bachata,lolol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,nahh,im,going,with,someone,else,..,but,they,going,!,&,he,just,asked,if,u,was,going,.,,,,,,,,,,,,,,,,,,,,,
positive,los,correos,q,envío,para,ayudarles,a,desarrollar,oído,salen,los,lunes,",",si,el,martes,no,lo,tienes,revisa,tu,spam,si,no,me,dices,para,reenviar,,,,,,,,,,,,,,
positive,aaaahuevooooo,!!!!,i,'m,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,go,both,ways,(,0,):,ser,homosexual,.,person,0,:,mary,has,a,girlfriend,.,person,0,:,a,girlfriend,?,person,0,:,yes,",",she,goes,both,ways,.,,,,,,,,,
neutral,yesterday,after,school,they,asked,alondra,a,donde,vas,?,her,:,ya,me,voy,de,puta,a,la,riverside,me,:,omg,:face_with_tears_of_joy:,:face_with_tears_of_joy:,:face_with_tears_of_joy:,:face_with_tears_of_joy:,:face_with_tears_of_joy:,:face_with_tears_of_joy:,:face_with_tears_of_joy:,:face_with_tears_of_joy:,,,,,,,,,,,
positive,@,thanks,for,the,shoutout,!!,i,will,defiantly,be,enjoying,this,fire,!!,#grifomelarifo,:kissing_face:,:dashing_away:,:fire:,:maple_leaf:,,,,,,,,,,,,,,,,,,,,,,,
positive,@,acostumbrense,a,mi,lesbo,moment,:smiling_face_with_sunglasses:,:face_with_tears_of_joy:,:face_with_tears_of_joy:,:face_with_tears_of_joy:,:face_with_tears_of_joy:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,y,de,nada,you,guys,are,perfect,for,eachother,^.^,lmao,right,!,ay,nomas,pa,que,vallan,y,digan,;d,nomas,andan,dando,lata,lol,,,,,,,,,,,,,,,
neutral,y,aquel,vestido,que,nunca,estrenaste,..,lo,estrenas,hoy,..,<,\,0,tu,sales,a,la,calle,buscando,amor,...,,,,,,,,,,,,,,,,,,,,
positive,@,lolol,use,the,plancha,#ghettoproblemz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,@,@,shit,yall,better,put,up,yalls,money,cause,my,ass,graduated,last,year,a,mi,no,me,toca,!,,,,,,,,,,,,,,,,,,,,
negative,se,me,asia,muy,raro,k,andubieran,de,buena,gente,conmigo,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,only,child,:,hijo,único,.,my,daughter,is,an,only,child,",",we,decided,one,was,enough,.,,,,,,,,,,,,,,,,,,,,,,,
positive,@,lol,foreals,huh,idk,a,mi,me,gusta,cuando,llueve,!!!,haha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
