neutral,Okay,alguien,desconectarme,twitter,cambiarme,password,mañana,poder,entrar,:grimacing_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#Repost,@,repostapp,.,・・・,#ootd,barbarabermudo,vestido,@,Zapatos,…,https://t.co/cRTAMv0sgT,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Una,mujer,CHIC,combina,clásico,moderno,#salhuaclothing,•,Blusa,valeria,azul,•,Falda,bianka,•,Cinturón,bow,http://t.co/lixbchiCKl,,,,,,,,,,,,,,,,,,,,,
neutral,@,shhh,",",let,.,Sigue,depresion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,El,show,FlyTetas,atreve,cobrar,$500,servicios,sexuales,",",show,cabrones,atreven,pag,…,,,,,,,,,,,,,,,,,,,,,,
neutral,Entre,seniors,graduándose,juniors,caravana,",",puedo,nostalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,*,silently,whispers,"""",buen,provecho,"""",'m,surrounded,americans,*,,,,,,,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,date,',99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,vivo,constante,*,sigh,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,odio,personas,tuitean,"""",textea,"""",",",idiota,",",vez,tuitiarme,",",textéame,quieres,decir,gosh,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,Dale,",",weekend,creo,voy,pal,panas,acampar,Vieques,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#ponteenformaconlagatita,#Zumba,@,jose4sho1,#westlandmall,#zumba,http://t.co/PXT2Sv2yMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Improvisando,RAP,mientras,juego,!!,|,Quake,craft,EP,.,7,|,Minecraft,:,https://t.co/AkQUShy5e4,vía,@,,,,,,,,,,,,,,,,,,,,,,
neutral,¿,Listo,segundo,día,#LFestival,?,Visítanos,booth,Verizon,.,https://t.co/P9Gxp9dOa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Wow,trajes,mas,feos,ponen,tipas,pal,prom,:cat_face_with_tears_of_joy:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,pondria,pa,alguien,",",playing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,This,Day,History,:,Puerto,Rico,'s,El,Grito,Lares,",",September,23,",",1868,http://t.co/jRBy9sT9xN,,,,,,,,,,,,,,,,,,,,
neutral,Okey,ganadores,!!,"!,",ratito,subo,canal,!!,tocado,desaniméis,",",tocará,!!,^^,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,GM,#elVacilondelaGatita,https://t.co/avPWiA88pC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Koko,celebrando,día,#nationalcatday,:cat_face::cat_face::cat_face:,#elvacilondelagatita,https://t.co/TSYNjXbsTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Únete,#domirrique,ños,#TwitterParty,12,2pm,#elvacilondelagatita,https://t.co/S8dOQRk50U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Niños,",",vlog,vuelta,NY,",",subiré,lunes,.,Voy,intentar,descansar,fin,semana,",",moriré,.,AIÓ,.,:expressionless_face::zzz:,,,,,,,,,,,,,,,,,,,
negative,Okeys,Zombers,pues,..,.,Tengo,Face,temporalmente,bloqueado,..,.,He,subir,foto,DNI,sé,devolverán,..,.,:downcast_face_with_sweat:,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,Diablo,cabron,",",describiste,solo,tweet,.,:hundred_points:,https://t.co/s0VBSVsVrx,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,People,take,music,way,seriously,.,Mera,",",si,quiero,cantar,cuarenta,tres,peines,treinta,",",voy,…,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,JAJAJAJA,@,según,nivel,fan,"""",Little,Big,Planet,"""",..,.,@,https://t.co/AJACvNRowy,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,bellaqueo,días,después,escuela,bajar,stress,haría,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,¿,Para,cancelaron,ring,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,#elvacilondelagatita,#halloween,party,hialeahpark,https://t.co/rMVGc3zDpK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,one,job,..,.,autogoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Alerta,chicas,:,#BetterMatters,@,",",llega,hoy,stage,#FestivalPeople,decir,.,http://t.co/D78Z2eg5sT,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,nena,días,nasty,!,Entre,4am,vi,llamada,2am,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,El,momento,triste,..,.,Cuando,encuentran,Twix,escondido,midnight,snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#domirrique,ños,#Movie,Trabaja,duro,fruto,vea,..,.,CONGRATS,@,https://t.co/sgn4Ygwyvg,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,A,ver,si,termino,siguiente,Rap,Play,!!,!!,:D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,Tengo,ponerme,fit,:pile_of_poo:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,Todo,culpa,Fatmagül,.,#RIPTwitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,@,-frosted,cookies,-soccer,-dramas,-misioneo,-not,caring,certain,things,-,"""",goldi,"""",-R,,,,,,,,,,,,,,,,,,,,,
negative,C,pone,mas,fea,cosa,:,Según,@,Trailer,Bridge,",",Inc,".,",1,4,compañías,navieras,trae,bienes,Puerto,Rico,radica,QUIEBRA,.,,,,,,,,,,,,,,,
neutral,@,Yo,",",mira,pic,q,acabo,post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#zoolander2,#ParamountPictures,#Premier,#fashionShow,#Movie,Imagen,Modeling,La,Gatita,.,https://t.co/4MFkF4uHCa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,vegan,",",n't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Simple,sencilla,chic,#salhuaclothing,Low,top,tunic,Blouse,#salhuaoutfit,OPEN,10:00,7:00,pm,#AllYouNeedIsEcuador,https://t.co/cgoqftl9F1,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,@,wow,Daniella,",",blue,ladies,supone,cometan,errores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Que,frío,gosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Un,héroe,ciego,fénix,consumido,fuego,hecho,cenizas,fuerzas,resurgir,nuevo,!,CIVIL,WAR,RAP,!,:fire::fire::smiling_face_with_heart-eyes:,,,,,,,,,,,,,,,,,,,,,,
positive,Tenemos,nuevo,Brócolo,casa,!!,!,El,perrino,RapPlayer,@,:beaming_face_with_smiling_eyes:,:red_heart:,,https://t.co/XTPFs9PPLA,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,van,abrir,Urban,Outfitters,PR,&,veo,nadie,llorando,emoción,mano,pasa,??,?,,,,,,,,,,,,,,,,,,,,,,
neutral,Código,Elzol,Tienes,Descuento,Pre,VENTA,TICKETMASTER,..,.,HOY,HOY,HOY,..,.,CORRE,!,@,http://t.co/bWN6iHtSrO,,,,,,,,,,,,,,,,,,,,,
neutral,Sunday,look,!!,!,OPEN,HOY,domingo,!!,:round_pushpin:,Urdesa,circunvalación,sur,723,guayacanes,.,:stopwatch:,11:00,17:00,hrs,https://t.co/PyaObZxQpp,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,No,bajo,luna,quiere,bajo,panties,..,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,RT,@,:,Mis,spots,favoritos,siempre,playas,solitarias,",",break,:smiling_cat_face_with_heart-eyes:,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,iniciativa,",",pone,excusas,",",creativo,",",hace,reír,",",preocupa,",",flow,escucha,malianteo,contigo,..,htt,…,,,,,,,,,,,,,,,,,
neutral,Tengo,playlist,sateo,spotify,días,perfecciono,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,Mi,motivacion,prom,cosa,:collision::winking_face_with_tongue::woman_dancing:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,Mi,selfie,hoy,",",gracias,@,look,!,Estaba,sabrosa,hajaja,si,ven,perfil,..,.,nombre,!,http://t.co,…,,,,,,,,,,,,,,,,
neutral,Con,#reydavid,#halloween,party,hialeahpark,https://t.co/45BtJioiqb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,JUSTIN,PLS,PARA,DE,COPIARTE,.,SEAMOS,AMIGOS,O,ALGO,YO,QUÉ,SÉ,",",PERO,STAHP,.,,,,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,Le,dejo,caer,',peso,:face_with_open_mouth:,https://t.co/KX4wiVGah2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Back,basis,:BACK_arrow:,!!,Blusa,azul,$,20.00,hora,darle,color,clóset,.,Pedidos,096,8807,384,http://t.co/hHjUK3xSEX,,,,,,,,,,,,,,,,,,,,,
negative,El,bacon,huele,tan,ricoooo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,"""",@,:,Current,mood,http://t.co/7GoBMCS7mq,"""",haciendo,power,point,-.,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,Naps,..,.,reason,#1,I,n't,studied,jajajaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Que,mal,cuerpo,deja,noticia,Christina,Grimmie,T_T,estrella,youtuber,deja,.,D.E.P,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,@,..,.,entero,tweet,Daniela,!,Niggah,wack,:/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,HOY,EMPIEZAA,GAMES,OF,THRONESS,:raising_hands_medium-light_skin_tone::raising_hands_medium-light_skin_tone::raising_hands_medium-light_skin_tone::raising_hands_medium-light_skin_tone::raising_hands_medium-light_skin_tone:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,RT,@,:,Bayern,Munich,heading,5th,straight,Champions,League,semifinal,!,They,defeat,Benfica,3-2,aggregate,.,https://t.co/,…,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,BENITO,RAMAN,@,@,Age,:,20,ST,/,LM,Cost,:,£1.8,M,GP,:,70,>,79,Skills,:,3,*,WF,:,3,*,Real,Face,:,No,#FCG,https,:/,…,
neutral,RT,@,:,Double,Chocolate,Brownies,.,https://t.co/baUSH9iyLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Mezclando,40,minutos,GOOD,Morning,Grupo,!,Feliz,Viernes,#elvacilondelaGatita,https://t.co/85Gxn4wS4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Acción,.,Con,Verizon,poder,red,4G,LTE,grande,país,.,http://t.co/rFr5DViuiA,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,El,vlog,hoy,",",pequeñas,tardes,viciarse,Play,:,SHIPPEOS,ENTRE,YOUTUBERS,https://t.co/NLNY4OTS5Y,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Ponte,Forma,#4,Sweetwater,",",ver,Las,Fotos,http://t.co/0eUWHA7t9s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,El,nene,conmigo,creo,va,preferir,pagarme,uni,vez,alimentarme,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Atrévete,sueña,increíble,.,Como,Verizon,XLTE,",",duplica,capacidad,4G,LTE,costa,costa,.,http://t.co/z5HtRqSk5T,,,,,,,,,,,,,,,,,,,,,,,
negative,Mami,trajo,Doritos,guacamole,cuarto,mientras,estudiaba,#Mvp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,It,wrap,5am,!,#tumequemas,#weplayhard,#weworkhard,beatrizstylist,@,#stylistduo,…,http://t.co/TY9fjAFEz0,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,love,talking,people,feel,overly,comfortable,n't,even,care,say,…,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Twitter,tan,lleno,retweets,interesan,gusta,entrar,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,JAJAJAJAJ,WTF,@,https://t.co/MqooAROFKV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,get,life,.,Que,haces,viendo,fotos,2013,?!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,bueno,",",make,count,going,one,last,time,#thefinalcountdown,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,super,nice,I,'m,still,cold,jajaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,OKEY,ZOMBERS,YA,ESTAMS,E,DIRECTOOO,!!,!!,VAMOH,A,PORTARNOH,MAL,!!,XDD,https://t.co/JBLdbChuUn,https://t.co/qB7cTGhZAg,,,,,,,,,,,,,,,,,,,,,,,
negative,Puñeta,gente,cree,mundo,girar,entorno,",",si,gano,votaste,S,U,P,E,R,A,LO,.,,,,,,,,,,,,,,,,,,,,,
neutral,#SpringBreak,#elvacilondelaGatita,Vamos,Actívate,El,Nuevo,Zol,106.7,fm,https://t.co/D74Nujb0Q0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Con,alumnas,Imagen,Modeling,La,Gatita,.,#halloween,https://t.co/WrNnvwVXGl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,La,gente,quiere,venda,ovario,compre,ticket,juego,National,Marquette,Day,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#GSPartyLatino,Marlins,Park,Pre,venta,histórica,#elVacilondelaGatita,https://t.co/pKtQpSfJzj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Tip,#3,:,Toda,historia,principio,.,Empieza,app,Lists,Writers,:,https://t.co/wtT6AO1UB5,.,https://t.co/FZzF0h7xhY,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Feliz,cambio,",",Gracias,hgreg,",",8505,NW,12,Calle,Doral,.,Si,vas,buscar,auto,",…",https://t.co/9OtkfuPUIx,,,,,,,,,,,,,,,,,,,,,
neutral,Se,acabo,El,fin,semana,!!,!,Night,night,buenos,noches,#playa,#beach,#puertoVallarta,#Mexico,#wedding,…,http://t.co/l1qTopVEPY,,,,,,,,,,,,,,,,,,,,,
positive,Estoy,hoping,viene,ahi,DC,movies,cabron,cause,marvel,bien,trepau,peliculas,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Pues,elegido,!,Intentaré,hacer,Deathpool,vs,Spiderman,!,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Nuevos,Cursos,Imagen,Modeling,La,Gatita,",",registrate,informacion,http://t.co/jScmcmaN0W,https://t.co/v49RKuZ8j9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,RT,@,:,Muchas,gracias,@,follow,apoyo,.,Deje,saber,proximo,carwash,…,https://t.co/bMUrqCGCGt,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,@,u,fucked,man,éxito,vas,matar,exámenes,:woman_dancing_medium_skin_tone::woman_dancing_medium_skin_tone:,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,hoy,jueves,87,avenida,NW,13,Terrace,.,#premios,#Exclusive,…,https://t.co/T0O0Eyf3lF,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,He,guardado,lista,reproducción,@,https://t.co/ads5t97d4H,Mix,-,Hopsin,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,SIMSIMI,VS,CLEVERBOT,!!,KRONNO,Y,ZARCORT,!,LA,BATÁLLA,MÁS,ÉPICA,!,:fire::fire:|:front-facing_baby_chick:,VS,:monkey_face:|:fire::fire:,https://t.co/e8WSEXaudY,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,@,Bro,",",partes,PANA,MOJADA,apoyo,siempre,aunque,insignificante,granito,arena,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,:tropical_drink:,Las,q,nunca,faltado,nevera,#Navidad2015,:party_popper::Christmas_tree:,#sorrynotsorry,https://t.co/iGsUH8prVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Me,gustado,vídeo,@,@,(,https://t.co/lUgkTbLsfm,-,Como,rodó,El,tag,Youtuber,(,Rap,),-,Kronno,Zomber,|,,,,,,,,,,,,,,,,,,,
neutral,CUAL,TE,GANAS,DE,COMER,AHORA,MISMO,?,#DOUGHNUTS,#COOKIES,#ICECREAM,#CHOCOLATE,https://t.co/FiVZtZbjHn,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Pls,#PremiosTuMundo,@,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Me,perderé,Pep,Rally,estudiando,.,Sufro,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,¿,retweet,?,Ewww,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,@,lies,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,Me,apena,escuchar,",",seguramente,puedo,ayudarle,inquietudes,VERIZON,WIRELESS,.,¿,Qué,puedo,hacer,usted,?,~,MV,,,,,,,,,,,,,,,,,,,
neutral,#TechTrivia,:,¿,Cuántas,personas,mundo,teléfono,móvil,?,A,.,mil,millones,B,.,4,mil,millones,C,.,9,mil,millones,D,.,7,mil,millones,,,,,,,,,,,
neutral,#tv,#taping,#myjob,#mundofox,#factorx,#music,#soon,#working,http://t.co/meAWPJFzgH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Y,si,juegas,Far,Cry,Primal,entenderás,sólo,diciendo,palabras,azar,.,Ya,callo,.,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#ElvacilonDeLaGatita,6-11,Am,Esta,Vida,Carnaval,.,.,#morningshow,#Radio,http://t.co/IqEQEAP1nH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,¿,Miraron,bien,short,"?,",cotto,solo,pelio,dinero,",",pelio,PR,pacientes,cancer,.,#RESPECT,,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,Otro,compañero,muerto,batalla,.,#FriendZone,http://t.co/eqa8fcPIAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,En,honor,Prepa,Week,#LastYear,http://t.co/oW8nsRXtau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,JAJAJAJJAJAJ,#noshame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,Skip,semana,pls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,Anyone,says,"""",haigan,"""",forced,go,back,elementary,school,.,#PROMESA,#theguachafitaisover,,,,,,,,,,,,,,,,,,,,,,,
negative,@,ahora,cambiar,iphone,si,si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Remember,",",remember,..,.,HOY,ES,DOMINGO,DE,SNUPCHUT,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#chinoynacho,@,#redcarpet,#lat,ínbillboards,#music,#awardsshow,#2014,nacholacriatura,…,http://t.co/80fTwMceFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#pegandoelzol,#teamlagatita,hoy,Toyota,South,Florida,junto,@,…,http://t.co/r5YXncQpwx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Sal,trucos,disfruta,treats,#Halloween,.,Vea,tres,aplicaciones,mantendrán,hijos,seguros,.,https://t.co/NNIyRmbm9f,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Todavia,final,HIMYM,gives,feels,:sad_but_relieved_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Así,amanecimos,#elvacilondelagatita,26,días,#gspl15,#gspartylatino,Good,Morning,.,https://t.co/Kpv3sI7FSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Gracias,!!,El,punto,mas,preocupante,#2,..,.,gracias,US,government,!,http://t.co/mQh6GEm7l6,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Por,medio,quiero,anunciarles,volvió,snapchat,filter,favorito,:,gatito,.,#PoltaNadie,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Zomber,!,El,día,31,mayo,jugaré,@,@,haremos,BSO,#OverwatchAllStars,ESTO,SE,VA,A,DESCONTROLAAAA,!,:see-no-evil_monkey::see-no-evil_monkey::fire::fire::fire::fire:,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,Eso,bye,contesta,..,.,https://t.co/5dJ89xP3N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Mi,primito,11,años,acaba,decir,:,dame,beer,volar,buzz,light,year,..,Wtf,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Battlefield,1,vs,Infinite,Warfare,|,Kronno,Zomber,|,(,Prod,.,Tunna,Beatz,),https://t.co/Ke0yDR0riD,vía,@,,,,,,,,,,,,,,,,,,,,,
neutral,Los,cravings,nunca,fallan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Palm,leaves,:palm_tree:,beach,vibes,:palm_tree:,crop,top,disponible,tienda,#salhuastore,#clothing,#beach,#allyouneedisecuador,https://t.co/FVDIOl3WkT,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Búscalo,#dunkinDonuts,#ElvacilondelaGatita,https://t.co/uW9CRWTxn9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Os,recuerdo,podeis,votarnos,5,veces,dia,tan,solo,poner,hastag,!,^^,molesto,mas,!,:face_savoring_food::face_savoring_food::winking_face_with_tongue:,Sorry,!,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,@,ahora,mundo,stylist,sabe,moda,..,.,tocan,revista,",",viajan,",",amigos,par,..,.,,,,,,,,,,,,,,,,,,,
positive,Imagen,Modeling,La,Gatita,Nuevos,cursos,registraciones,https://t.co/jScmcmaN0W,https://t.co/O4xTiQMObQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Still,shooting,#chinoynachocdcover,#photos,chinomiranda,@,@,great,…,http://t.co/6E4AE3kRYy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,@,Pues,deberían,hacerlo,xq,siempre,dejo,mejores,coments,Te,Amoo,dije,q,dejare,agradec,…,,,,,,,,,,,,,,,,,,,,
neutral,Hoy,SALHUA,clothing,ON,SALE,!,YA,ABIERTOS,18:30,#llenandosuclosetdeamor,#celebrandoamama,http://t.co/OncFU2LcoR,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Hoy,open,House,11:30,Imagen,Modeling,La,Gatita,Un,concepto,Innovador,Mundo,…,http://t.co/GkR1EBZQ0C,,,,,,,,,,,,,,,,,,,,,,,,,
positive,@,jajajajajjajajajajajajaj,im,gonna,use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Hacemos,vida,aventura,llena,colores,!,#salhuaclothing,blusa,Malena,",",Pant,azul,",",vinchas,flores,pulsera,http://t.co/7OmghQeGaV,,,,,,,,,,,,,,,,,,,,,,
neutral,RT,@,:,Placita,=,Fight,Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Me,gustado,vídeo,@,@,(,https://t.co/BeJKJztq4r,-,SLENDERMAN,VS,OFFENDERMAN,|,KRONNO,ZOMBER,Prod,.,DEOXYS,,,,,,,,,,,,,,,,,,,,,,
positive,RT,@,:,Gracias,Cámara,Comercio,Puerto,Rico,reconocimiento,.,#WorldNetpr,#Camarapr,#TeamWorldNet,#20a,ños,https://t,…,,,,,,,,,,,,,,,,,,,,,,
neutral,#TGIT,!,Ve,#STLvsTB,NFL,Mobile,.,#TNF,",",incluido,Verizon,.,https://t.co/9d62BIPhKV,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Entre,Bones,Law,Order,:,SUV,fucking,vida,:weary_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,RT,@,:,Apoyen,aquí,.,sigue,pa,'lante,broki,!,@,https://t.co/cqPKc6rrqX,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,RT,@,:,Una,beer,bien,fría,please,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,Lol,#elvacilondelagatita,#tagua,#Repost,#share,https://t.co/sG7tzWYvxb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,No,digas,calme,deje,show,",",punto,",",viniste,extendiste,encojonamiento,…,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#selfie,#goinghome,#off,#nomorework,#happy,#needtorest,A,descansar,!,#weekend,#traveling,http://t.co/KwPFa4mnpE,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,La,fiesta,@,#teamlagatita,#Toyota,#SouthFlorida,.,Ven,aca,mejor,…,http://t.co/rLgkbMNQfZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Mi,tia,aprovecha,cada,segundo,vida,decirme,cosas,malas,TS,..,.,LOCA,GET,A,LIFEEEEEEEEEE,!!,!,,,,,,,,,,,,,,,,,,,,,
positive,JAJJAJAJAJA,YAS,https://t.co/oOlrnXWiWY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive,Sonríe,-,diviertete,-,Se,feliz,#behappy,Print,dress,Disponible,S-M-L,$,39.90,Urdesa,central,…,https://t.co/iGNvQVo8E3,,,,,,,,,,,,,,,,,,,,,,
neutral,En,H1Z1,dice,30,sec,quedo,enganchado,server,",",decir,entra,partida,sino,buguea,¿,alguien,sabe,?,:(,:pile_of_poo:,,,,,,,,,,,,,,,,,,,
neutral,Look,hoy,@,#MQB,@,#stilemillateam,@,Hasta,stylist,tambien,love,u,http://t.co/cL0rAyUr,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,#gspartylatino,#gspartylatino,Family,Pack,9:25,https://t.co/Pv1dkvhq1K,HISTÓRICO,ESTE,5,DICIEMBRE,.,..,https://t.co/HlTElMK0SM,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,Diablo,',mundo,va,pa,',Mar,Chiquita,",",pompeaera,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral,@,Jajajajaj,asi,dice,parkeas,cm,fucks,given,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,RT,@,:,donald,trump,'s,sons,kill,(,endangered,),animals,fun,.,:frog_face::hot_beverage:,'all,make,go,viral,https://t.co/oWNTuy4wfz,,,,,,,,,,,,,,,,,,,
neutral,Inspirada,seleccionando,reporte,Moda,tendencias,otoño/invierno2013,@,#falltrends,@,@,:dress::woman’s_clothes::jeans::handbag::purse::lipstick:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negative,Quiero,Urban,Decay,Naked,Vault,:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
